id	raw	isbn	publisher	issn
7070	EVT			
7083	Statistical Analysis and Data Mining			19321864
7084	Java-Informations-Tage			
7085	RoboCup			
7087	Haifa Verification Conference			
7089	Computational Learning Theory	1-58113-057-0		
7091	Symposium on Principles of Programming Languages	0-89791-065-6		
7093	AFIPS '64 (Spring) Proceedings of the April 21-23, 1964, spring joint computer conference			
7094	Journal of Machine Learning Research			
7095	Information Hiding			
7099	Symposium on Principles of Distributed Computing	0-89791-143-1		
7101	Birthday ...	3-540-37901-0		
7108	European Workshop on Case-Based Reasoning	3-540-44109-3		0302-9743
7112	IJSIR			
7127	SPIRE/CRIWG	0-7695-0268-7		
7128	MMB	3-540-51713-8		
7129	TPCTC			
7133	ICCAD	0-8186-7597-7		
7135	ISSPA			
7144	Electronic Notes in Theoretical Computer Science	1-58113-838-5		
7146	SpringSim			
7148	JURIX			0922-6389
7149	Information & Computation			0302-9743
7150	The Cryptographer's Track at RSA Conference			0302-9743
7154	ICNC (1)	3-540-28323-4		0302-9743
7155	J. Graph Algorithms Appl.			
7162	ISCIS			
7165	CONTEXT	3-540-66432-7		
7166	Autonomous Agents & Multiagent Systems/Agent Theories, Architectures, and Languages	1-59593-093-0		
7168	MSWiM	1-59593-477-4		
7179	EWSN			
7183	IEEE Trans. Aerospace and Electronic Systems	0-7803-4977-6		0018-9251
7188	International Conference on Knowledge Capture	1-58113-380-4		
7193	Journal of Chinese Language and Computing			
7202	Neuroinformatics			0036-8075
7205	Silicon Valley, CA	0-7695-2653-5		
7206	ECSCW	0-7923-3697-6		
7207	ACM Transactions on Graphics			
7208	NordSec			
7212	CIAC			
7222	Workshop on Algebraic Development Techniques	3-540-25327-0		0302-9743
7224	PPOPP	0-89791-350-7		0362-1340
7228	ACM '82 Proceedings of the ACM '82 conference	0-89791-085-0		
7232	Chicago, IL	978-0-7695-3768-9		
7233	Cognitive Neuroscience, Journal of			1530-8898
7234	Journal of Communications and Networks			0036-8075
7240	ALGORITHMICA			0178-4617
7243	IISWC			
7248	Conference of the European Chapter of the Association for Computational Linguistics			
7257	DALT			
7261	Lecture Notes in Computer Science			0302-9743
7267	ACM Symposium on Applied Computing	1-58113-445-2		
7274	Computer Human Interaction			
7277	Signal-Image Technology and Internet-Based Systems	978-1-4673-0431-3		
7294	Conference on Computability in Europe			
7299	Adaptive Hypermedia and Adaptive Web-Based Systems	3-540-67910-3		
7308	Leveraging Applications of Formal Methods	3-642-16557-5		
7316	International Conference on Service Oriented Computing			0302-9743
7326	Networking, IEEE/ACM Transactions  			1063-6692
7329	Eurographics Symposium on Rendering/Eurographics Workshop on Rendering Techniques	3-905673-23-1		
7345	IEA/AIE (Vol. 1)	3-540-64574-8		
7347	Conference on Algebra and Coalgebra in Computer Science	3-642-03740-2		
7350	ICDS			
7352	Rewriting Techniques and Applications	3-540-42117-3		
7353	Human-Robot Interaction	978-1-4503-1063-5		2167-2121 E-ISBN : 978-1-4503-1063-5
7359	EWRL			0302-9743
7368	Miami Beach, FL	978-0-7695-3926-3		
7369	ANTS	3-540-64657-4		
7377	San Diego, CA, USA	0-7695-2167-3		
7381	OTM Workshops			0302-9743
7383	Berlin	0-8186-7246-3		0270-5257
7385	CBSE			
7386	Datenschutz Und Datensicherheit - Dud			1862-2607
7393	Chicago, IL, USA			
7396	PMAM			
7397	IEEE Transactions on Intelligent Transportation Systems			1524-9050
7411	SECON			
7414	CSEE	3-540-57461-1		0953-6833
7422	NSPW			
7424	SIGCSE '74 Proceedings of the fourth SIGCSE technical symposium on Computer science education			
7426	SSBSE			0302-9743
7429	Scandinavian Workshop on Algorithm Theory			0302-9743
7438	Agile Conference			
7440	Cryptography and Communications			1936-2447
7443	Ada-Europe	3-540-40376-0		0302-9743
7444	WIAMIS			
7453	Lecture Notes in Computer Science			0302-9743
7460	ACM Conference on Assistive Technologies	1-58113-464-9		
7462	IJICS			
7472	ACM Special Interest Group for Design of Communication	0-89791-630-1		
7476	International Series in Operations Research & Management Science			0884-8289
7479	IBM Journal of Research and Development	0-521-34306-2		Science of Computer Programming
7500	Argument & Computation			
7501	Int. Syst. in Accounting, Finance and Management			
7508	Amsterdam	0-8186-8292-2		1063-6927
7513	VECIMS			
7527	Australasian Computer Science Conference			
7531	IJLT			
7534	Modelling Autonomous Agents in a Multi-Agent World	3-540-66281-2		
7537	ICIMCS			
7541	ACM Conference on Array-Programming Languages	0-89791-253-5		0163-6006
7542	OTM Conferences (1)	3-642-16933-3		
7543	Proceedings of the Advanced Course on General Net Theory of Processes and Systems: Net Theory and Applications	3-540-10001-6		
7546	iiWAS			
7551	IEEE Transactions on Computers			
7561	EvoWorkshops	3-642-12238-8		0302-9743
7562	Data Mining Workshops	978-1-4673-5164-5		
7570	Catalonian Conference on AI			0922-6389
7575	CAR			
7581	J. Comb. Theory, Ser. A			0097-3165
7585	International Journal of Computational Engineering Science			
7588	Computer Security Foundations Workshop	0-7695-1689-0		1063-6900
7596	REFSQ			
7597	ICRA	0-7803-5180-0		1050-4729
7599	Hong Kong	0-7695-2748-5		
7601	PVM/MPI	3-540-75415-6		
7602	Bangalore	0-8186-8067-9		
7610	Atlanta, GA, USA	0-7695-0795-6		
7611	AIS			
7613	CLIN			
7634	J. Applied Logic			1570-8683
7640	Timisoara	978-0-7695-3523-4		
7643	IFL			
7645	COLING (Posters)			
7651	Formal Modeling: Actors, Open Systems, Biological Systems			
7659	Special Interest Group on Programming Languages	0-89791-139-3		0362-1340
7660	ACM '68 Proceedings of the 1968 23rd ACM national conference			
7661	IS/KI	3-540-55182-4		
7665	North American Chapter of the Association for Computational Linguistics			
7668	TASE	0-7695-2856-2		
7674	IEEE Transactions on Computers			
7678	Artificial Life			
7679	BASYS			
7684	AFIPS Fall Joint Computing Conference (2)			
7688	GIScience			
7690	DFT	0-7695-1203-8		
7691	Logics in Artificial Intelligence			0302-9743
7696	ICANN (3)	3-642-15824-2		
7698	IJAEC			
7700	SGAI Conf.			
7705	Acta Informatica			1432-0525
7711	SSVM			0302-9743
7714	ACM Annual Computer Science Conference	0-89791-177-6		
7720	IJBIR			
7731	SIGAda	1-58113-127-5		1094-3641
7732	ONDM	0-412-84790-6		1571-5736
7738	CSCWD (1)			
7742	Research in Computational Molecular Biology	1-58113-755-9		
7747	DEON			
7786	ICPR (1)	0-7695-2521-0		
7788	EUMAS			
7790	AStA Wirtschafts- und Sozialstatistisches Archiv			1863-8163
7796	SIGGRAPH '81 Proceedings of the 8th annual conference on Computer graphics and interactive techniques	0-89791-045-1		0097-8930
7798	automated software engineering			
7801	MSR	978-1-4673-1761-0		
7804	Algorithms for games	0-387-96629-3		
7827	SMC (1)			
7831	Scandinavian Workshop on Algorithm Theory	3-540-43866-1		0302-9743
7836	Quantum Information & Computation			"Quantum Information and Computation, Vol 11, No 5&6, (2011)
  0496-0520"
7840	IJMDEM			
7841	Advanced Engineering Informatics			1474-0346
7848	SIGOPS European Workshop			
7850	HPCN	3-540-57981-8		
7853	Munich	0-7695-0993-2		1530-1591
7858	Types for Proofs and Programs			0302-9743
7859	World Conference on Information Security Education			
7864	MMCP			
7867	TSLP			
7880	Workshop on Distributed Algorithms/International Symposium on Distributed Computing	3-540-75141-6		
7901	ICFHR			
7911	AIEE-IRE '56 (Eastern) Papers and discussions presented at the December 10-12, 1956, eastern joint computer conference: New developments in computers			
7916	International Crytology Conference	3-540-18796-0		
7918	ACM Annual Conference - The range of computing: mid-80's perspective	0-89791-170-9		
7921	RecSys	978-1-60558-093-7		
7923	Symposium on Programming	3-540-09981-6		
7936	ICSOC			
7938	ACM '59 Preprints of papers presented at the 14th national meeting of the Association for Computing Machinery			
7939	Symposium on Computational Geometry	1-58113-885-7		
7943	HCI			
7944	Las Vegas, NV	0-7695-3099-0		
7947	Computers and Games	3-540-75537-3		
7948	EISIC			
7961	ACM Transactions on Information Systems (TOIS)			1046-8188
7967	Simulation Conference, 2004. Proceedings of the 2004 Winter	0-7803-8786-4		
7973	AUIC			
7975	Ottawa, Ont.	0-8186-7943-3		
7976	acm special interest group on data communication			
7985	ACM Transactions on Database Systems			0362-5915
7988	SBBD			
7989	IEEE Signal Processing Letters			1522-4880
7995	Modeling, Analysis, and Simulation On Computer and Telecommunication Systems	0-8186-6902-0		
7998	ISVLSI	0-7695-2533-4		
7999	Concurrency, Graphs and Models			
8000	Information Processing in Sensor Networks			
8001	IEA/AIE (2)	0-89791-320-5		
8003	International Semantic Web Conference	3-540-43760-6		0302-9743
8007	Symbolic and Numeric Algorithms for Scientific Computing	978-1-4244-5911-7		
8008	Agile Risk Management	3319050079		
8011	CogSci			
8018	Fall Joint Computer Conference	0-8186-4743-4		
8026	San Diego, CA	978-1-59593-627-1		0738-100X
8032	Conference on Current Trends in Theory and Practice of Informatics			0302-9743
8036	Pacific-Asia Conference on Knowledge Discovery and Data Mining			0302-9743
8037	WAIM	978-0-7695-3185-4		
8050	IJIIDS			
8062	SODA	0-89871-605-5		
8063	Information Technology: New Generations	978-0-7695-4367-3		
8066	FAABS			
8076	Knowledge-Based Intelligent Information & Engineering Systems	3-540-28897-X		0302-9743
8080	Asian Conference on Computer Vision	3-540-31219-6		
8097	Workshop on Implementing Automata/Conference on Implementation and Application of Automata	3-540-40561-5		0302-9743
8099	Policies for Distributed Systems and Networks	978-1-4673-1993-5		
8118	International Congress of Mathematicans	3-540-27580-0		
8122	International Symposium on Symbolic and Algebraic Computation	1-58113-073-2		
8127	Knowledge Acquisition, Modeling and Management	3-540-44268-5		0302-9743
8129	AVBPA	3-540-62660-3		0302-9743
8133	TOOLS (27)	0-8186-9096-8		
8138	Applications of Invariance in Computer Vision	3-540-58240-1		
8164	IEEE transactions on cybernetics	1-59593-294-1		2168-2275
8176	PATMOS	3-540-74441-X		
8178	Combinatorial Pattern Matching	3-540-35455-7		
8187	Intelligent Computing in Engineering and Architecture	3-540-46246-5		0302-9743
8214	Fundamentals of Computation Theory	3-642-03408-X		0302-9743
8217	SoCC			
8218	WSC '88 Proceedings of the 20th conference on Winter simulation	0-911801-42-1		
8220	GMP	0-7695-1674-2		
8225	MODULARITY			
8229	Organization Science			1047-7039
8232	Multiple Classifier Systems	3-540-42284-6		
8236	IMR			1435-5663
8238	IEEE Transactions on Neural Networks			1526-3231
8240	IEEE Transactions on Automatic Control			Journal of Sound and Vibration
8248	Conference on Cooperative Information Systems	3-540-41021-X		
8253	New Trends in Formal Languages	3-540-62844-4		0302-9743
8256	Games and Digital Entertainment	978-1-4244-6010-6		
8259	Public Key Cryptography	3-540-33851-9		0302-9743
8261	Logic, Language, and Computation			0302-9743
8262	UMAP			
8265	IEEE Trans. Industrial Electronics			Water Research
8273	IEEE Transactions on Automatic Control			0018-9286
8275	Acoustics, Speech and Signal Processing, IEEE Transactions			Ophthalmology
8279	ATACCS			
8282	Applications of Computer Vision	978-1-4244-9496-5		1550-5790
8288	Clinical microbiology and infection : the official publication of the European Society of Clinical Microbiology and Infectious Diseases			1469-0691
8290	Knowledge-Based Reactive Scheduling	0-444-81814-6		0926-5481
8297	Flexible Query-Answering Systems	3-540-00074-7		0302-9743
8299	WETICE			
8302	INFORMS Journal on Computing			
8304	Parallel Processing and Applied Mathematics	3-540-43792-4		0302-9743
8305	Empirical Software Engineering			1382-3256
8306	Complex, Intelligent and Software Intensive Systems	978-1-4673-1233-2		
8325	VS-GAMES			
8332	INDOCRYPT	3-540-30805-9		0302-9743
8333	Telematics and Informatics			Technological Forecasting & Social Change
8343	ICT			
8359	ITCC	0-7695-1506-1		
8361	HCI (23)			
8364	WISE Workshops			
8365	Monte Carlo Meth. and Appl.			
8370	FLAI	isbn		
8376	ESCQARU	3-540-66131-X		
8378	ISCAS			
8389	ASSETS			
8391	ICEGOV			
8404	CSCW Companion			
8406	IJBRA			1744-5485
8413	SCIENCE CHINA-INFORMATION SCIENCES			1674-733X
8422	IEEE Intelligent Systems			
8423	Nordic Conference on Human-Computer Interaction	1-58113-857-1		
8436	CIDM			
8443	Term Rewriting	3-540-59340-3		
8456	PRDC	0-7695-0975-4		
8485	Orlando, FL	978-1-4244-7960-3		1088-7725
8495	ICSR			
8497	ACM SIGGRAPH ASIA 2009 Sketches			
8504	Research Directions in High-Level Parallel Programming Languages	3-540-55160-3		
8506	Peer-to-Peer Computing	0-7695-1503-7		
8513	Data Mining and Knowledge Discovery			0302-9743
8556	Austin, TX	0-8186-8557-3		
8561	IEEE Intelligent Informatics Bulletin			
8573	Decision and Control and European Control Conference	978-1-61284-799-3		0743-1546 E-ISBN : 978-1-61284-799-3
8575	International Workshop on Parsing Technologies			
8576	SIN			
8581	ISNN (2)			0302-9743
8587	Quantum Information Processing			1573-1332
8590	Information Security Journal: A Global Perspective			
8591	TPDL			
8593	Evolving Systems			1868-6486
8597	Wireless Communications, IEEE			1536-1284
8606	MUE			
8608	Machine Learning for Multimodal Interaction	3-540-78154-4		0302-9743
8614	PARLE	3-540-58184-7		
8615	IEEE Transactions on Pattern Analysis and Machine Intelligence			
8624	CSNDSP			
8626	Int. J. Communication Systems			
8633	Internet of Things	978-1-4577-1976-9		
8638	T. Petri Nets and Other Models of Concurrency			0302-9743
8641	ACM Transactions on Software Engineering and Methodology (TOSEM)			1049-331X
8643	ITW			
8644	ASWEC	0-7695-2551-2		
8653	Montreal, Que.	0-8186-4600-4		
8672	Readings in artificial intelligence and software engineering	0-934613-12-5		
8682	Orlando, FL, USA	1-58113-472-X		
8683	ACM Transactions on Embedded Computing Systems (TECS)			1539-9087
8686	AIRS			
8699	Journal of Software: Evolution and Process	978-0-7695-4321-5		1534-5351 E-ISBN : 978-0-7695-4321-5
8705	ISC			
8710	IWAN	isbn		
8713	Middleware	3-540-30323-5		0302-9743
8717	TRETS			1936-7406
8723	LISA-NT			
8735	International Semantic Web Conference (1)			0302-9743
8736	WRLA			
8744	International Workshop on Visual Form	3-540-42120-3		
8752	Med. Biol. Engineering and Computing			1741-0444
8757	SIMPAR			0302-9743
8762	I-KNOW			
8769	Image Vision Comput.			Image and Vision Computing
8773	Journal of Systems Architecture - Embedded Systems Design			
8776	Ershov Memorial Conference			
8783	TEEM			
8784	IJEBR			
8797	Cancun	978-1-4244-1837-4		
8798	CVRMed	3-540-59120-6		
8801	CALCO			
8806	Discrete Geometry for Computer Imagery			
8816	SLIP			
8833	EUC			
8846	new technologies, mobility and security	978-1-4244-4765-7		
8847	IWFHR	0-7695-1692-0		
8849	ICANN (2)			
8855	ICIAP (1)			
8860	Annual Simulation Symposium	0-7695-2322-6		
8863	Symposium on Haptic Interfaces for Virtual Environment and Teleoperator Systems	0-7695-2112-6		
8864	Graphs and Combinatorics			
8866	IGIS	3-540-58795-0		
8879	AFIPS '62 (Fall) Proceedings of the December 4-6, 1962, fall joint computer conference			
8886	SBRN	0-7695-0856-1		
8888	RFIDSec			
8894	Visualization and Computer Graphics, IEEE Transactions			1941-0506
8895	Knowledge and Data Engineering, IEEE Transactions			1041-4347
8898	IWANN (1)	3-540-42235-8		
8902	Computer Recognition Systems 3			
8908	Database and Expert Systems Applications	3-642-15363-1		
8910	CNSM			
8912	International Conference on Computational Science	3-540-42233-1		
8926	Culture and Computing	978-1-4577-1593-8		
8931	ICPADS (1)			
8933	GECCO (Companion)			
8937	Physical review letters			1079-7114
8938	Image Processing	978-1-4244-5655-0		1522-4880 E-ISBN : 978-1-4244-5655-0
8949	international conference on computer graphics and interactive techniques	1-59593-198-8		
8955	ASPLOS	1-59593-451-0		0362-1340
8965	Automated Software Engineering	978-1-4244-2188-6		1938-4300 E-ISBN : 978-1-4244-2188-6
8973	ICALP Satellite Workshops			
8974	Computers & Electrical Engineering			0045-7906
8975	EURASIP J. Bioinformatics and Systems Biology			0027-8424
8976	Toronto, Ont.	0-7695-1125-2		
8978	Systems, Man and Cybernetics, Part A: Systems and Humans, IEEE Transactions			1083-4427
8984	IEEE Trans. Dependable Sec. Comput.			1545-5971
8985	Hybrid Systems			
8993	Future Generation Computer Systems - Improving perfomance in multiprocessors and networks			Future Generation Computer Systems
9017	System Sciences, 1998., Proceedings of the Thirty-First Hawaii International Conference	0-8186-8233-7		
9020	IEEE/ACM Transactions on Networking (TON)			1063-6692
9021	MMM	0-7695-2164-9		1550-5502
9032	MMM-ACNS			
9037	Kognitionswissenschaft			1432-1483
9043	PROFES	3-540-42571-3		
9084	SimVis			
9101	Distributed Applications and Interoperable Systems	3-540-26262-8		
9106	San Francisco, CA	0-8186-8090-3		
9107	Australian Software Engineering Conference	0-8186-9187-5		
9118	ACM SIGGRAPH 2006 Courses	1-59593-364-6		
9124	CIIA			
9142	Appl. Intell.			
9144	IHC			
9155	KMGov			
9162	EuroGP			
9168	VRCAI			
9172	SEQUENCES '97 Proceedings of the Compression and Complexity of Sequences 1997	0-8186-8132-2		
9185	ICCAL	3-540-51142-3		
9189	HotSDN			
9193	Workshop on Algorithms and Computation	3-540-77890-X		
9195	TestCom/FATES	3-540-73065-6		0302-9743
9196	International Journal of Communication Networks and Distributed Systems			
9198	RecSys			
9202	Field-Programmable Logic and Applications	3-540-67899-9		
9206	ICNC (3)	3-540-28320-X		0302-9743
9219	International Workshop on Digital Watermarking	3-540-24839-0		
9244	Computers, IEEE Transactions  			0018-9340
9254	Computer Science Logic	3-642-15204-X		
9261	IMMERSCOM			
9270	Minneapolis, MN	0-7695-2894-5		
9271	IJAMC			
9285	IEEE Symposium on Security and Privacy Workshops	978-1-4673-2157-0		
9287	Conference on Emerging Network Experiment and Technology			
9296	CLEF (Online Working Notes/Labs/Workshop)			
9303	International Workshop on Inductive Logic Programming			0302-9743
9305	Discrete Math., Alg. and Appl.			
9309	Conference on Intelligent Text Processing and Computational Linguistics	3-540-41687-0		
9310	IEEE International Conference on Formal Engineering Methods	3-540-47460-9		
9318	CAEPIA			
9323	Studies in health technology and informatics			0926-9630
9324	ICN			
9325	human factors in computing systems	0-262-63150-4		0738-4602
9330	IDMS/PROMS	3-540-00169-7		0302-9743
9331	Industrialisierung des Software Management			
9338	ICITST			
9341	ICIS	0-8186-7187-4		1530-0293
9345	ICINCO-RA (2)			
9349	Monterey, CA	0-8186-7810-0		1093-0167
9359	UKSim	978-1-4673-1366-7		
9362	SiPS			
9370	IJISSC			
9371	HPSR			
9381	International Journal of Approximate Reasoning	1-57735-236-x		International Journal of Approximate Reasoning
9382	Euro-Par (2)	3-642-15290-2		0302-9743
9394	fun with algorithms			
9395	Web Congress	978-1-4673-4473-9		
9398	Conference on Computer Supported Cooperative Work	1-58113-810-5		
9401	Haptics, IEEE Transactions			1939-1412
9417	Siam Journal on Control and Optimization	0-7803-9567-0		0363-0129
9418	ACCV (3)	3-642-12296-5		
9419	SCSC	1-56555-316-0		
9425	Frontiers of Computer Science			2095-2228
9429	ACCV	3-540-63931-4		
9434	J. Strategic Inf. Sys.			Journal of Strategic Information Systems
9436	IPAS			
9439	CoNLL/LLL			
9441	COMSWARE			
9455	ISW	3-540-64382-6		
9456	Object-Oriented Real-Time Distributed Computing, 2000.	0-7695-0607-0		
9458	INTERACT (4)			
9471	HotSec			
9475	ICCSA (5)	3-540-34079-3		
9478	Journal of Management Information Systems			
9479	ACM Sigsoft Software Engineering Notes			1552-4469
9488	Math. Program. Comput.			1867-2957
9491	EWDTS			
9493	AMFG	3-540-29229-2		0302-9743
9496	Workshop on Graph-Theoretic Concepts in Computer Science			
9501	Parallel Problem Solving from Nature			
9503	Acoustics, Speech, and Signal Processing, 2000. ICASSP '00. Proceedings. 2000 IEEE International Conference	0-7803-6293-4		Signal Processing
9509	Archive for Mathematical Logic	isbn		
9511	J. Real-Time Image Processing			1861-8219
9512	SIAM J. Comput.			
9513	Adv. Fuzzy Systems			
9517	BIFE	978-0-7695-3705-4		
9523	Computer Modelling and Simulation	978-1-4244-6614-6		
9524	IWSLT			
9525	Comput. Geom.			
9532	Natural Computing			1572-9796
9537	Medical image computing and computer-assisted intervention : MICCAI ... International Conference on Medical Image Computing and Computer-Assisted Intervention			
9545	Signal Processing Magazine, IEEE			1053-5888
9553	Electronic Proceedings in Theoretical Computer Science			EPTCS 153, 2014, pp. 2-30
9555	EUC Workshops	3-540-36850-7		0302-9743
9563	ICANN (1)			
9579	SIGSPATIAL/GIS			
9580	JOURNAL OF SYMBOLIC LOGIC			0022-4812
9589	ACM Trans. Inf. Syst. Secur.			1094-9224
9602	Eng. Appl. of AI			Engineering Applications of Artificial Intelligence
9606	Int. J. Computer Games Technology			
9615	MIWAI			0302-9743
9617	J. Applied Probability			Technology in Society
9618	RSP	0-8186-7603-5		
9619	RANLP			
9624	IEEE Trans. Vis. Comput. Graph.			International Journal of Radiation Oncology, Biology, Physics
9641	Engineering Societies in the Agent World	3-540-41477-0		
9656	Education, IEEE Transactions			0018-9359
9658	Symposium on Geometry Processing	1-58113-687-0		
9668	IS-EUD			
9669	MoDELS	3-540-29010-9		0302-9743
9671	SAGA	3-540-29498-8		0302-9743
9672	CEEMAS	3-540-29046-X		0302-9743
9674	IEEE VAST			
9677	UbiComp			
9679	AVI			
9682	Washington, DC	0-8186-6605-6		
9699	Yokohama	0-7803-9451-8		
9710	EURASIP J. Emb. Sys.			1687-3963
9712	OZCHI			
9714	Taipei	0-8186-6910-1		
9719	Intelligent Information Systems	3-7908-1509-8		1615-3871
9727	LMO			
9729	EON			
9732	Efficient parallel algorithms	0-521-34585-5		
9746	Automated Deduction in Geometry	3-540-77355-X		0302-9743
9748	CASC			
9750	ACII (2)			0302-9743
9751	European Semantic Web Symposium / Conference	3-540-26124-9		0302-9743
9771	Requirements Engineering Conference	978-1-4577-0923-4		1090-705X E-ISBN : 978-1-4577-0923-4
9776	WAC			
9779	International Conference on Computer Systems and Technologies			
9780	CSE (3)			
9781	HCI (21)			0302-9743
9788	Information Systems Frontiers			
9820	Computing Systems			
9821	High Performance Computing, Networking, Storage and Analysis	978-1-4244-7558-2		
9824	DepCoS-RELCOMEX	0-7695-2850-3		
9826	Selected Areas in Communications, IEEE Journal  			0733-8716
9833	IJICTE			
9837	Queueing Systems: Theory and Applications			Queueing Systems: Theory & Applications, 68 (3-4), 285--293, 2011
9840	Evolutionary Intelligence			1864-5917
9843	designing interactive systems			
9865	ICEE			
9870	ICMAI	3-540-44145-X		
9872	Workshop on Membrane Computing			0302-9743
9874	Discrete and Computational Geometry			0179-5376
9883	T. HiPEAC			
9885	HILT			1094-3641
9887	The New Review of Hypermedia and Multimedia			
9903	GECCO (2)			
9905	RIVF	978-1-4244-4568-4		
9917	ECCB/JBI			
9924	SPLC Workshops			
9934	EGOV			
9952	Information Visualization			
9960	IPAW	3-540-46302-X		0302-9743
9964	EMOI-INTEROP			
9978	CONFENIS			
9979	Pervasive and Mobile Computing			Pervasive and Mobile Computing
9988	ALGOSENSORS			0302-9743
9992	LION			
10013	Snowbird, UT	0-7695-2791-4		1068-0314
10032	Journal of Computer Security			Journal of Complexity
10042	Journal of Signal Processing Systems			Journal of Mathematical Psychology
10055	DMG	3-540-31212-9		
10059	Future Generation Computer Systems			1573-1375
10063	Journal of Graph Algorithms and Applications			Journal of Computer and System Sciences
10074	IMYCS	3-540-53414-8		
10083	Symposium on Geometry Processing			
10086	I. J. Robotics and Automation			
10090	Nice, France	0-7695-1950-4		
10097	HiPEAC	3-540-30317-0		
10101	Universal Access in the Information Society			1615-5297
10114	Dagstuhl Seminar on Graph Transformations in Computer Science	3-540-57787-4		
10123	BLISS			
10136	Journal of computational biology : a journal of computational molecular cell biology	3-642-16180-4		1557-8666
10137	SUTC			
10142	Formal Techniques for Networked and Distributed Systems	3-540-29189-X		0302-9743
10164	ACM Sigmis Database			
10170	DATA BASE			
10181	IOLTS	0-7695-2180-0		
10217	San Jose, CA	0-7695-1119-8		
10219	Control Engineering Practice	0849394023		Control Engineering Practice
10222	Systems, Man, and Cybernetics, Part B: Cybernetics, IEEE Transactions			1083-4419
10225	Special Interest Group on Programming Languages	0-89791-918-1		0362-1340
10236	Optimal Algorithms	3-540-51859-2		
10239	ICCC			
10241	HCI (8)			
10242	GeoInfo			
10259	Conference on Correct Hardware Design and Verification Methods	3-540-42541-1		
10273	IEEE Transactions on Software Engineering			0098-5589
10274	IJSSOE			
10276	International Journal of Computational Geometry and Applications	3-540-77118-2		0302-9743
10281	ACM Computing Surveys			0360-0300
10289	Monterey Workshop			0302-9743
10293	ADBIS (Short Papers)	86-435-0285-5		
10299	VaMoS			
10311	Special Interest Group on Programming Languages	1-58113-450-9		0362-1340
10313	PARA	3-540-58712-8		
10316	IEEE Signal Process. Lett.			1070-9908
10321	IJCINI			
10337	Conference on Data: Abstraction, Definition and Structure			0163-5808
10355	IEEE INFOCOM			
10364	Computer Architecture Letters			1556-6056
10365	SIAM J. Imaging Sciences			1936-4954
10378	Journal of Functional Programming			
10381	BCB			
10383	International School and Symposium on Advanced Distributed Systems	3-540-28063-4		0302-9743
10384	IADIS AC			
10386	Mining Software Repositories			
10403	Aegean Workshop on Computing	0-387-16766-8		
10404	Siam Journal on Computing			
10405	MMSys			
10418	CAiSE Short Paper Proceedings			
10427	Readings in object-oriented database systems	0-55860-000-0		
10453	MoMM			
10461	SIGCSE '82 Proceedings of the thirteenth SIGCSE technical symposium on Computer science education	0-89791-067-2		
10472	ACM TIST			2157-6904
10478	EW	978-3-8007-3343-9		
10482	Annals of Mathematics and Artificial Intelligence			1573-7470
10489	International Conference on Pervasive Technologies Related to Assistive Environments			
10490	Multimedia Modeling	3-642-11300-1		0302-9743
10493	HCI (7)			
10499	SoSE			
10500	IJICT			
10501	NSIP			
10503	Computer Aided Geometric Design	3-540-79245-7		Computer Aided Geometric Design
10509	EASE			
10516	Trust, Security and Privacy in Computing and Communications	978-1-4673-2172-3		
10526	EDBT	3-540-61057-X		
10533	VBC	3-540-61649-7		0302-9743
10539	FACS			
10546	OOIS	3-540-44087-9		
10566	Science of Computer Programming	3-540-25630-X		
10590	Advanced Issues of E-Commerce and Web-Based Information Systems, 2002.	0-7695-1567-3		
10606	Neural networks : the official journal of the International Neural Network Society			1879-2782
10608	International Journal of Network Security & Its Applications			"International Journal of Network Security & Its Applications
  (IJNSA), Vol.3, No.4, July 2011"
10638	Pacific Grove, CA	0-8186-1954-6		
10647	Software Engineering	978-1-4673-3076-3		
10648	Image Processing, IEEE Transactions  			1057-7149
10655	PARELEC	0-7695-1730-7		
10663	MICRO	0-89791-250-0		
10683	SSTD			
10685	Gold Coast, QLD	978-0-7695-3838-9		
10696	Cloud Computing	978-0-7695-5028-2		
10717	Adaptive Agents and Multi-Agents Systems	3-540-40068-0		0302-9743
10724	Journal of Real-time Image Processing			1861-8200
10727	Organization Science			1047-7039
10728	ACM Turing award lectures			
10729	foundations of software science and computation structure	3-540-00897-7		0302-9743
10730	Electronic Colloquium on Computational Complexity			1420-8954
10731	Wissensmanagement (LNCS Volume)	3-540-30465-7		0302-9743
10738	Berkeley, CA	0-7695-2563-6		
10746	WS-FM			
10777	SocialCom/PASSAT			
10786	SIGCSE '79 Proceedings of the tenth SIGCSE technical symposium on Computer science education			
10787	Data Compression Conference			
10796	Generative Programming and Component Engineering	3-540-29138-5		
10800	CLEF (Notebook Papers/Labs/Workshop)			
10810	COLING '90 Proceedings of the 13th conference on Computational linguistics - Volume 2			
10814	WIRN			
10819	IBERAMIA-SBIA	3-540-45462-4		0302-9743
10828	IMA Conf.	3-540-60693-9		
10831	Adv. Data Analysis and Classification			
10841	Dallas, TX	0-8186-2087-0		
10851	Enterprise IS			1751-7575
10856	Allerton Conference	978-1-4673-4537-8		2474-0195
10860	Adaptive Hypermedia and Adaptive Web-Based Systems	3-540-43737-1		
10863	international workshop on self-organizing systems			0302-9743
10867	ICMCS, Vol. 1	0-7695-0253-9		
10868	PDCAT	0-7695-2736-1		
10870	AICI			
10880	Journal of Combinatorial Theory Series A			Journal of Combinatorial Theory, Series A
