id	parent_paper	child_paper
1510	1301314	1955375
1511	1303254	502422
1512	1303337	2189344
1513	1304260	1250644
1514	1304987	1390347
1515	1306104	501196
1516	1307000	3068124
1517	1308052	1401343
1518	1309696	2929255
1519	1309696	1955375
1520	1312824	1199259
1521	1318598	2033302
1522	1318845	1727622
1523	1319023	2001874
1524	1319849	2901089
1525	1319849	1887685
1526	1319849	284435
1527	1321491	2449303
1528	1323733	1323733
1529	1325803	801566
1530	1327250	2285122
1531	1327544	1616535
1532	1327677	1018138
1533	1329705	2998465
1534	1333170	1929737
1535	1333219	1231984
1536	1334676	1241404
1537	1335033	436365
1538	1336163	2330992
1539	1336174	240491
1540	1337987	1337987
1541	1338246	1579167
1542	1338498	301484
1543	1338730	1700084
1544	1339276	953742
1545	1339923	2403428
1546	1340400	2035395
1547	1341290	3154218
1548	1341467	3070174
1549	1341508	1153839
1550	1341899	786436
1551	1341899	1251216
1552	1347756	2419577
1553	1347756	1315816
1554	1348085	1114467
1555	1349370	646204
1556	1350279	1963978
1557	1350282	486553
1558	1352553	1516950
1559	1353148	1062861
1560	1355775	118264
1561	1356261	639094
1562	1358391	824388
1563	1361217	1361217
1564	1361969	75413
1565	1362030	1362030
1566	1362526	1362526
1567	1363043	2201294
1568	1363139	683069
1569	1363256	367205
1570	1363919	295132
1571	1363933	2279260
1572	1365493	1409122
1573	1365549	1768333
1574	1365870	1364997
1575	1365906	916118
1576	1367253	520196
1577	1367722	800105
1578	1368021	333189
1579	1369372	1499518
1580	1370085	924116
1581	1370104	1629216
1582	1370291	121171
1583	1371318	774074
1584	1371318	322129
1585	1371967	1828308
1586	1373408	1909693
1587	1373964	239858
1588	1374532	2494884
1589	1376975	325162
1590	1377131	1267216
1591	1377409	506047
1592	1377763	1313356
1593	1377763	2061450
1594	1378983	3070174
1595	1379238	81366
1596	1379554	615932
1597	1380717	1290025
1598	1380777	3481475
1599	1380777	3154218
1600	1381245	597166
1601	1382592	2123266
1602	1382792	184503
1603	1383941	1322750
1604	1385342	1680593
1605	1385453	956597
1606	1386585	1979536
1607	1386933	1386933
1608	1387494	334598
1609	1387494	2407401
1610	1388736	258448
1611	1388748	498563
1612	1389665	1971575
1613	1390150	1955375
1614	1390150	1109142
1615	1392940	1101644
1616	1394011	695136
1617	1395485	553767
1618	1396178	1425354
1619	1396178	1251082
1620	1396178	2118367
1621	1396338	1396338
1622	1396434	3353040
1623	1397813	208476
1624	1397813	822482
1625	1398349	610026
1626	1399346	823572
1627	1400108	2469397
1628	1400683	3229653
1629	1401553	802583
1630	1401572	2090288
1631	1401572	155237
1632	1402001	1639695
1633	1402551	779820
1634	1405714	2811257
1635	1406254	1599939
1636	1409120	1115707
1637	1411091	286010
1638	1411091	1587577
1639	1411469	2858298
1640	1412669	592986
1641	1412862	447136
1642	1413197	3070174
1643	1413354	2389020
1644	1414896	1718466
1645	1415966	2875563
1646	1416119	2075287
1647	1416338	1633732
1648	1417278	2333624
1649	1418131	138144
1650	1419017	60601
1651	1419344	911684
1652	1420454	1225613
1653	1421015	3404030
1654	1421242	2879674
1655	1421959	1383330
1656	1423594	2295658
1657	1425511	2836001
1658	1425937	516195
1659	1426325	2222495
1660	1428020	2491174
1661	1428374	475922
1662	1431006	597166
1663	1431111	2016471
1664	1431230	893170
1665	1432421	1242269
1666	1434755	162625
1667	1435823	1997031
1668	1436236	1689762
1669	1436236	2901661
1670	1436431	1630403
1671	1437717	1856475
1672	1438745	1576989
1673	1439035	2882998
1674	1440309	1468460
1675	1440375	254036
1676	1440779	995723
1677	1441393	1186647
1678	1441609	749860
1679	1443135	282246
1680	1443940	883307
1681	1444773	1599939
1682	1444828	1276802
1683	1447262	33703
1684	1450087	1319870
1685	1452138	3358340
1686	1452295	630379
1687	1452295	1452295
1688	1456590	1596655
1689	1456810	554125
1690	1456916	2813513
1691	1457793	1350279
1692	1459440	1500749
1693	1462934	2899692
1694	1463573	197196
1695	1463649	67488
1696	1464542	957885
1697	1465560	2798164
1698	1465916	1465916
1699	1465937	1498074
1700	1466117	1347908
1701	1470834	406955
1702	1470834	945038
1703	1472759	116277
1704	1475460	2911344
1705	1477351	1268448
1706	1478971	1844135
1707	1479659	483503
1708	1479659	411217
1709	1480283	881261
1710	1480546	2135691
1711	1480591	711280
1712	1480591	819314
1713	1480626	732738
1714	1481052	1481052
1715	1481242	854643
1716	1482035	3045480
1717	1483338	2007391
1718	1486848	2419577
1719	1490640	1955375
1720	1491817	2827184
1721	1492011	1281822
1722	1493047	802583
1723	1494386	1951398
1724	1494518	1204858
1725	1496474	347386
1726	1496474	1361969
1727	1497571	1204084
1728	1497572	939429
1729	1498074	1465937
1730	1500236	66645
1731	1501573	145399
1732	1502739	1955596
1733	1505954	3074365
1734	1509559	305141
1735	1510258	1963978
1736	1510258	1350279
1737	1510574	2107871
1738	1511963	1093348
1739	1513961	1966365
1740	1515919	660500
1741	1516697	314479
1742	1516950	1042244
1743	1517279	191698
1744	1517658	1199069
1745	1520029	1709462
1746	1520029	159170
1747	1520029	1193991
1748	1520436	372518
1749	1521497	1701117
1750	1521941	1975537
1751	1522182	1609888
1752	1525095	2105857
1753	1525919	1280947
1754	1526020	1409483
1755	1527782	248110
1756	1528087	1150591
1757	1528553	2488708
1758	1530073	2007391
1759	1530394	3122520
1760	1532772	477856
1761	1533739	2153883
1762	1534840	2256520
1763	1535231	854643
1764	1535672	863937
1765	1536708	3070174
1766	1536870	2328437
1767	1537118	1527197
1768	1537925	1093348
1769	1539517	671036
1770	1540748	1407280
1771	1541926	1268448
1772	1541926	1268448
1773	1542573	1542573
1774	1543904	451954
1775	1544463	922910
1776	1545625	1658303
1777	1545625	2113574
1778	1545625	1802048
1779	1545625	2404391
1780	1546041	675491
1781	1546135	741960
1782	1546135	1748652
1783	1547134	436365
1784	1548156	295132
1785	1548156	938184
1786	1548557	1963978
1787	1550199	779820
1788	1550544	3388100
1789	1553454	256818
1790	1554021	2240214
1791	1554622	1287296
1792	1555544	2293966
1793	1555668	334440
1794	1557469	1030051
1795	1557871	1440254
1796	1557903	1955375
1797	1557979	1742023
1798	1558277	1114467
1799	1558881	1491781
1800	1559885	2256520
1801	1560556	779820
1802	1561248	1291444
1803	1561521	2397046
1804	1562889	2072582
1805	1564544	199319
1806	1564808	1076744
1807	1564904	2793740
1808	1565046	1840737
1809	1565157	673476
1810	1565226	1919885
1811	1565257	2260969
1812	1566338	273968
1813	1569279	578522
1814	1569828	546343
1815	1570330	713873
1816	1572787	1708840
1817	1573517	1289655
1818	1574728	2407770
1819	1575083	891447
1820	1575114	2797910
1821	1575202	1500749
1822	1575202	1874638
1823	1576122	617326
1824	1576955	1805831
1825	1577869	275516
1826	1577962	2023487
1827	1579574	1609463
1828	1580689	2288172
1829	1581119	2486976
1830	1583335	650127
1831	1584477	2836001
1832	1585883	27082
1833	1587625	1223256
1834	1589771	1490640
1835	1589771	1955375
1836	1589809	990474
1837	1589809	2139383
1838	1592800	1046890
1839	1593203	1051098
1840	1595478	957973
1841	1595584	2059157
1842	1595584	2183422
1843	1595988	630379
1844	1597658	2404627
1845	1599300	1803008
1846	1599970	3049170
1847	1600323	414942
1848	1603093	2449303
1849	1605834	1025103
1850	1606173	760463
1851	1607247	2187321
1852	1607570	1984561
1853	1608692	52937
1854	1608928	801566
1855	1608928	779820
1856	1610723	1610723
1857	1611256	2791618
1858	1611313	1393194
1859	1612812	1524363
1860	1612812	2881275
1861	1614831	2437083
1862	1619824	1788550
1863	1621952	1621952
1864	1622871	638764
1865	1624801	1299386
1866	1625481	1944149
1867	1625856	2879674
1868	1628439	812273
1869	1629642	1225027
1870	1630220	1697367
1871	1630298	1874043
1872	1630298	258363
1873	1632025	2281442
1874	1632351	322129
1875	1632607	508033
1876	1633075	4471191
1877	1635545	1431770
1878	1635606	1150660
1879	1636689	2111273
1880	1636841	1677900
1881	1637298	1408558
1882	1638213	1955375
1883	1638971	3070174
1884	1639977	369916
1885	1640554	367959
1886	1640725	1157274
1887	1641439	640962
1888	1642295	2819568
1889	1643013	1120579
1890	1643627	1103379
1891	1647882	2866009
1892	1647882	2804804
1893	1648860	1860764
1894	1648945	981459
1895	1650907	523950
1896	1651014	1818799
1897	1652227	2354599
1898	1652365	3042245
1899	1652497	852423
1900	1652897	1925581
1901	1655284	1778266
1902	1655678	1975797
1903	1657055	2008823
1904	1658927	1741974
1905	1659670	834338
1906	1659686	3486296
1907	1660543	1308549
1908	1660563	1242269
1909	1660658	321524
1910	1660836	2064141
1911	1661067	2883493
1912	1661803	312895
1913	1662426	935733
1914	1662738	1818722
1915	1662815	1500749
1916	1663291	2867483
1917	1665094	1316046
1918	1665706	1083005
1919	1666933	1904598
1920	1667119	2336239
1921	1668684	2427380
1922	1668684	1350279
1923	1670321	1624146
1924	1672326	1969170
1925	1672473	1388544
1926	1674559	2865205
1927	1675566	157031
1928	1675572	1599939
1929	1678885	369916
1930	1678990	2796030
1931	1679831	2325563
1932	1679964	831445
1933	1681377	2420973
1934	1681488	987134
1935	1683170	3122520
1936	1683231	507045
1937	1686443	1686443
1938	1686857	2830785
1939	1686917	2903612
1940	1688109	1610498
1941	1688180	3266324
1942	1688226	2879674
1943	1688247	432474
1944	1688247	2411771
1945	1688247	1799782
1946	1689015	1042244
1947	1689145	2859540
1948	1689145	2392343
1949	1689385	660500
1950	1691463	647423
1951	1691487	758715
1952	1693259	1225863
1953	1693796	2301743
1954	1694723	585095
1955	1696088	50651
1956	1696387	153391
1957	1697011	640926
1958	1698614	159170
1959	1698756	854643
1960	1700924	2034331
1961	1701533	335937
1962	1701775	2874210
1963	1702127	1150561
1964	1702440	358576
1965	1702440	1702440
1966	1702857	1500968
1967	1705916	1667530
1968	1706423	3432790
1969	1706710	1811665
1970	1707065	1724702
1971	1707065	2858489
1972	1709462	270917
1973	1709462	3564002
1974	1710158	781761
1975	1711174	1685605
1976	1711174	812273
1977	1712964	143310
1978	1713265	1713265
1979	1713678	1292852
1980	1713703	2466546
1981	1716678	2227199
1982	1716678	2878434
1983	1718014	835253
1984	1718466	37866
1985	1719432	2390568
1986	1719629	1838860
1987	1720371	1714204
1988	1720450	703796
1989	1720681	3388100
1990	1720789	1198754
1991	1720841	711364
1992	1721314	788327
1993	1722701	1334328
1994	1724047	1199069
1995	1724509	2158760
1996	1724700	1955375
1997	1724748	1951904
1998	1725944	1786898
1999	1727055	1140127
2000	1727311	1215132
2001	1728398	836425
2002	1731188	815424
2003	1731188	92219
2004	1732197	2282308
2005	1732233	2879674
2006	1733093	1661910
2007	1733599	446131
2008	1733735	854643
2009	1733752	312913
2010	1733769	1861455
2011	1734739	1905313
2012	1735021	2151630
2013	1736195	504280
2014	1736937	1966365
2015	1737156	552996
2016	1737326	1059778
2017	1737688	2437623
2018	1738637	1948850
2019	1738654	347004
2020	1738845	1666335
2021	1739818	149123
2022	1740711	817503
2023	1741518	1251082
2024	1741852	4198727
2025	1741861	1892757
2026	1741963	132125
2027	1742020	3353040
2028	1742023	533280
2029	1742023	2011332
2030	1742023	1638444
2031	1742023	2437623
2032	1745512	4481206
2033	1748652	741960
2034	1749581	2331853
2035	1751849	544868
2036	1751977	448765
2037	1754060	1509762
2038	1754087	240491
2039	1754833	3281888
2040	1756066	1056872
2041	1757066	60601
2042	1757167	629878
2043	1758121	292960
2044	1758548	122398
2045	1760459	2352905
2046	1761200	4146881
2047	1761369	834794
2048	1761369	3392561
2049	1763472	154079
2050	1766512	780130
2051	1766821	3068147
2052	1767542	3266324
2053	1768487	1510756
2054	1770669	1214394
2055	1770669	2866846
2056	1774557	1781372
2057	1774557	1638444
2058	1777094	4434805
2059	1777472	133479
2060	1778950	2449303
2061	1779922	1881945
2062	1780896	3070174
2063	1781935	2330992
2064	1783704	2887809
2065	1784612	224452
2066	1784814	111230
2067	1785152	2180171
2068	1785302	533033
2069	1786121	3017852
2070	1786381	504564
2071	1786460	808306
2072	1786898	2377892
2073	1786947	1661910
2074	1787375	192768
2075	1792135	2913559
2076	1792280	2416983
2077	1795737	2892623
2078	1796771	1963978
2079	1798201	774074
2080	1798525	1190151
2081	1798525	1802048
2082	1799404	467807
2083	1801518	1371341
2084	1802048	1190151
2085	1802186	2419577
2086	1805670	1250644
2087	1805779	263442
2088	1808401	236132
2089	1810627	2390568
2090	1812039	2375535
2091	1812042	310695
2092	1812939	1963978
2093	1812939	1350279
2094	1813793	797066
2095	1816832	138157
2096	1819794	2862061
2097	1820422	1398532
2098	1820875	1741974
2099	1821071	756160
2100	1821898	972655
2101	1822141	2233753
2102	1822225	2814491
2103	1822630	2791665
2104	1823246	1818799
2105	1825587	354921
2106	1825881	779820
2107	1826154	2256939
2108	1826554	457409
2109	1826596	2854658
2110	1827348	1516577
2111	1828796	3040189
2112	1829428	1292852
2113	1829428	3007997
2114	1829428	904378
2115	1829428	423507
2116	1829428	2019301
2117	1829710	1225027
2118	1829927	1836029
2119	1830928	1601510
2120	1832874	2847970
2121	1833508	1668684
2122	1833795	2828416
2123	1834500	1323489
2124	1835637	2328270
2125	1836029	92219
2126	1838255	703796
2127	1838255	2084083
2128	1839402	1868264
2129	1840737	1241823
2130	1840907	1955375
2131	1841909	1544960
2132	1841909	1097217
2133	1842046	1991030
2134	1843018	3070174
2135	1844135	1301957
2136	1844187	2815399
2137	1846590	278676
2138	1846796	2383800
2139	1846910	755724
2140	1848037	117616
2141	1849126	527000
2142	1852899	4496681
2143	1852899	2829913
2144	1853502	520196
2145	1854857	2936295
2146	1855962	2931039
2147	1857069	3070174
2148	1859295	2482462
2149	1860654	1955375
2150	1860764	783530
2151	1860915	2967550
2152	1862643	2234267
2153	1863051	1321491
2154	1863854	536654
2155	1864206	1233484
2156	1865863	669407
2157	1866282	2086458
2158	1866989	1640447
2159	1867665	2863439
2160	1867918	884526
2161	1868264	2152478
2162	1868557	2829913
2163	1868748	1191575
2164	1869089	2325563
2165	1873197	268526
2166	1873908	300000
2167	1874399	2932385
2168	1875026	310148
2169	1875201	2486976
2170	1876041	1030130
2171	1876437	1235011
2172	1877669	1545236
2173	1881945	1881945
2174	1881945	2814769
2175	1881945	372359
2176	1882119	4442124
2177	1882438	1882438
2178	1885351	1422478
2179	1885501	1685605
2180	1887242	2790299
2181	1888820	2040865
2182	1889138	2410848
2183	1890299	1734069
2184	1891163	1001870
2185	1892125	2882620
2186	1893288	1639695
2187	1893299	2893153
2188	1893467	1063939
2189	1893467	2151347
2190	1893467	536975
2191	1893959	2084083
2192	1896199	2448581
2193	1896235	662868
2194	1896476	1215506
2195	1897544	688292
2196	1898894	1898894
2197	1899811	2269142
2198	1900082	2879674
2199	1900949	1176439
2200	1902064	998072
2201	1906018	2303912
2202	1906018	394509
2203	1906419	369916
2204	1906503	2902830
2205	1906539	1836029
2206	1906870	1638957
2207	1907257	2161880
2208	1907776	1955375
2209	1908354	564426
2210	1908354	325162
2211	1908795	2165214
2212	1910779	2923333
2213	1910948	1011909
2214	1911666	686412
2215	1912368	869011
2216	1912666	257308
2217	1918663	87023
2218	1920918	981459
2219	1921821	1409483
2220	1922530	2354599
2221	1923838	1655678
2222	1924256	2829401
2223	1924826	1623979
2224	1924916	938184
2225	1926354	2461719
2226	1926552	2286540
2227	1926588	325162
2228	1926588	379218
2229	1931453	3007784
2230	1932921	1658384
2231	1934789	1992109
2232	1937050	2419577
2233	1939127	1198760
2234	1940064	45422
2235	1941145	2815399
2236	1942911	646093
2237	1943046	2104459
2238	1943526	2383800
2239	1944236	2297479
2240	1944433	162625
2241	1948710	2419577
2242	1949823	3017788
2243	1950067	1174358
2244	1950352	2467663
2245	1950352	3018168
2246	1951019	2043754
2247	1952588	779820
2248	1953727	1919368
2249	1955796	1263816
2250	1959265	2372102
2251	1959857	2858298
2252	1960059	1473079
2253	1960282	622426
2254	1960570	1638957
2255	1960598	1638444
2256	1962648	2341152
2257	1963033	1935307
2258	1963347	103670
2259	1963931	1591897
2260	1964240	1955375
2261	1965697	1001197
2262	1966292	1138990
2263	1966991	1119828
2264	1968495	1350279
2265	1969605	1969605
2266	1970447	2336156
2267	1971940	2836001
2268	1973733	3054656
2269	1973733	2994381
2270	1975002	2867217
2271	1975537	59727
2272	1975537	635691
2273	1977349	440086
2274	1977765	2295658
2275	1978186	2851551
2276	1979100	2160674
2277	1979307	4577028
2278	1980068	1540640
2279	1980379	2451160
2280	1982360	1284654
2281	1984037	854643
2282	1984158	886788
2283	1984968	3044813
2284	1985317	1526020
2285	1988227	1953348
2286	1989889	369916
2287	1990062	879146
2288	1990633	209363
2289	1990759	2135691
2290	1991281	1771519
2291	1991669	1190656
2292	1992116	1838860
2293	1993162	658349
2294	1993575	2221076
2295	1993868	1150660
2296	1995038	3040189
2297	1997818	59727
2298	1997949	2020470
2299	1999175	483850
2300	2000959	1955375
2301	2003194	1979307
2302	2003566	634956
2303	2003972	2399546
2304	2004005	2404367
2305	2006315	2104459
2306	2006544	904657
2307	2009796	3070174
2308	2010861	48377
2309	2013049	1321845
2310	2015819	2015819
2311	2016266	1223256
2312	2020369	3001357
2313	2020369	1098166
2314	2021810	1329833
2315	2022259	637585
2316	2022259	2067188
2317	2024447	141629
2318	2027915	190943
2319	2028087	1292852
2320	2028087	2362707
2321	2028163	773169
2322	2028994	1475545
2323	2029513	621368
2324	2029933	863937
2325	2031169	1818799
2326	2031209	957973
2327	2031209	3070174
2328	2032579	1215559
2329	2033600	1687959
2330	2033917	630379
2331	2034549	2270050
2332	2034881	1871506
2333	2034881	2891116
2334	2036199	288358
2335	2038650	1321491
2336	2039053	1860764
2337	2039528	1940745
2338	2039968	687845
2339	2040005	460846
2340	2040074	398200
2341	2040227	2383800
2342	2043387	1963316
2343	2045950	1485346
2344	2046127	1865863
2345	2047242	2415181
2346	2048106	586748
2347	2050533	1683246
2348	2050533	1832871
2349	2052186	1041992
2350	2054506	2119515
2351	2054516	2265738
2352	2055314	2821907
2353	2056439	3070174
2354	2056845	1845261
2355	2058771	2381936
2356	2060068	2427916
2357	2060075	471939
2358	2061450	1313356
2359	2061462	1206449
2360	2062408	1811665
2361	2063408	2848926
2362	2063419	2063419
2363	2064454	173772
2364	2064454	1861455
2365	2065469	1829428
2366	2065469	247806
2367	2066665	940538
2368	2066840	1219237
2369	2068729	2793740
2370	2069767	257993
2371	2071897	1580119
2372	2073489	1840737
2373	2073732	435509
2374	2074625	1740255
2375	2075143	357825
2376	2075143	2279260
2377	2075287	60601
2378	2075738	1601897
2379	2078580	1109325
2380	2079594	1152791
2381	2081494	851958
2382	2082110	1102990
2383	2083335	1950004
2384	2085366	2887704
2385	2085366	558269
2386	2086458	1955375
2387	2086458	597166
2388	2086504	1059972
2389	2087827	2150522
2390	2089697	1277416
2391	2089925	2196393
2392	2090288	786436
2393	2090288	3564002
2394	2090288	2090288
2395	2090525	2789629
2396	2091783	2143855
2397	2095369	1304416
2398	2095461	1393784
2399	2095772	1840737
2400	2095772	4146881
2401	2097511	1108374
2402	2097868	2479613
2403	2098784	2410935
2404	2098784	1797667
2405	2102561	881261
2406	2102773	501196
2407	2104445	872420
2408	2104445	440533
2409	2104459	1865356
2410	2104588	1167272
2411	2104599	2918327
2412	2107575	215224
2413	2107990	798644
2414	2109732	3268366
2415	2109874	2158740
2416	2111023	2258825
2417	2112061	984008
2418	2113599	975643
2419	2114618	64486
2420	2114885	27020
2421	2115739	3070174
2422	2116132	1939792
2423	2116284	1011909
2424	2116758	760463
2425	2117528	1827348
2426	2117528	1516577
2427	2117713	2419577
2428	2119252	2119252
2429	2119515	153391
2430	2119569	55172
2431	2122439	1575083
2432	2122778	2844175
2433	2123368	60601
2434	2123399	177667
2435	2123421	173799
2436	2124374	1082339
2437	2125805	2858489
2438	2126703	1157519
2439	2127064	779820
2440	2128578	2269142
2441	2130083	141629
2442	2130706	249330
2443	2131890	2131890
2444	2132180	3369777
2445	2132197	3070174
2446	2134585	1975797
2447	2138849	1225613
2448	2140072	2433845
2449	2141264	2839696
2450	2141490	2306664
2451	2142591	1392500
2452	2143217	1516577
2453	2143217	2117528
2454	2146274	3398781
2455	2146320	4486804
2456	2147142	1215506
2457	2147899	2443035
2458	2148005	1677125
2459	2148591	1063632
2460	2151630	2364699
2461	2152478	1899462
2462	2153121	175764
2463	2154811	1545236
2464	2157236	2815399
2465	2157888	2157888
2466	2158469	1907627
2467	2160165	2383374
2468	2160274	262803
2469	2161073	1743512
2470	2162633	2479613
2471	2164917	2235494
2472	2167471	2016266
2473	2167977	1521030
2474	2168807	3070174
2475	2169415	499086
2476	2173044	331949
2477	2173251	2879674
2478	2174391	290413
2479	2174543	3154218
2480	2174947	679391
2481	2175782	418403
2482	2175789	2175789
2483	2175789	1769225
2484	2176379	2007391
2485	2177480	1460940
2486	2178518	2879674
2487	2179024	1526215
2488	2179504	1961963
2489	2180541	2858489
2490	2183152	1656213
2491	2183182	1873067
2492	2183182	2282834
2493	2183554	76639
2494	2184325	1608928
2495	2186348	1838255
2496	2186348	703796
2497	2186647	3070174
2498	2187212	1303802
2499	2187380	913229
2500	2188592	2188592
2501	2189401	2013421
2502	2189986	2419577
2503	2190226	2449303
2504	2191259	745658
2505	2193040	981459
2506	2195599	325162
2507	2195633	4437744
2508	2195747	452434
2509	2196470	3070174
2510	2197559	2297501
2511	2198060	2868884
2512	2199080	372518
2513	2203180	2007391
2514	2203333	1499660
2515	2203333	465249
2516	2204732	823572
2517	2206453	2206453
2518	2207345	1444634
2519	2209260	141629
2520	2209627	1241404
2521	2210347	779820
2522	2211351	795766
2523	2211351	2852840
2524	2212909	981459
2525	2213875	141279
2526	2214763	1175423
2527	2215721	2893153
2528	2217974	1394046
2529	2218302	1385973
2530	2220379	325162
2531	2221076	957658
2532	2223212	935685
2533	2224158	3070174
2534	2226136	3395837
2535	2226272	1507831
2536	2226368	2226368
2537	2228359	1171581
2538	2231938	781761
2539	2235160	187708
2540	2236121	650127
2541	2237788	60601
2542	2238212	2814786
2543	2238398	1093348
2544	2238831	915208
2545	2239256	1584750
2546	2239827	1195680
2547	2240876	2011332
2548	2241209	1335893
2549	2241998	990144
2550	2241998	1113342
2551	2242400	914761
2552	2243266	258784
2553	2243367	1709673
2554	2246553	2842622
2555	2246955	310148
2556	2247257	1949392
2557	2248779	1430354
2558	2249985	1898851
2559	2250870	1482251
2560	2251117	3070174
2561	2251547	2934683
2562	2252055	997885
2563	2253197	2168822
2564	2253197	2364681
2565	2254471	1716275
2566	2255425	126065
2567	2255849	1539220
2568	2256657	268526
2569	2259494	798076
2570	2260969	1288024
2571	2261273	2449303
2572	2261760	634641
2573	2261985	650127
2574	2262412	412000
2575	2264532	1268127
2576	2266475	1281844
2577	2268076	1044343
2578	2268089	2791618
2579	2269221	600016
2580	2271411	1700084
2581	2273094	2116071
2582	2274248	628723
2583	2275534	2876032
2584	2275558	1963978
2585	2276267	697175
2586	2276708	2833140
2587	2276965	1805831
2588	2277436	364581
2589	2279244	591538
2590	2279244	554125
2591	2279260	357825
2592	2279971	1521137
2593	2280418	75413
2594	2280608	1583659
2595	2281896	685665
2596	2282559	1465088
2597	2285268	2499706
2598	2285268	656733
2599	2287458	916118
2600	2288231	1818799
2601	2288231	1304177
2602	2289683	881261
2603	2289928	2393848
2604	2290266	2295658
2605	2291196	2059718
2606	2292100	1599939
2607	2292521	3325030
2608	2293023	480470
2609	2293312	1065991
2610	2296616	1818799
2611	2297099	3068852
2612	2299689	621368
2613	2300777	69230
2614	2303912	1906018
2615	2304843	2264475
2616	2306608	1727622
2617	2307568	1015595
2618	2308233	2011332
2619	2309941	2309941
2620	2310080	1040811
2621	2311483	561315
2622	2311774	185430
2623	2312265	2080592
2624	2314521	3070174
2625	2314735	2155195
2626	2315031	1234590
2627	2315244	613635
2628	2315535	2900470
2629	2317570	4460922
2630	2317570	852423
2631	2318629	1052811
2632	2319601	1292852
2633	2320938	822482
2634	2320970	579703
2635	2321295	755836
2636	2321425	539828
2637	2321602	422576
2638	2321602	1085938
2639	2322337	2383800
2640	2323846	3283058
2641	2324988	71655
2642	2325563	882099
2643	2327631	27020
2644	2328083	2508104
2645	2330324	59727
2646	2330759	2345682
2647	2331220	2183422
2648	2331689	1727622
2649	2333650	2897076
2650	2333650	185430
2651	2334161	2248237
2652	2334161	2334161
2653	2334161	2051484
2654	2336274	451875
2655	2336840	45422
2656	2337085	1982874
2657	2337508	924933
2658	2338055	3074239
2659	2338290	2338290
2660	2338543	2338543
2661	2339285	1538934
2662	2339375	3298335
2663	2339978	446306
2664	2341456	66645
2665	2341927	1590609
2666	2343470	2815399
2667	2344721	856812
2668	2345461	755836
2669	2345952	994493
2670	2348460	1397813
2671	2349597	2269142
2672	2353256	118264
2673	2353881	248110
2674	2354567	755836
2675	2355136	3154218
2676	2355765	1146114
2677	2358413	554363
2678	2359421	1450458
2679	2359570	1173104
2680	2360294	1513246
2681	2360675	190038
2682	2361149	1610498
2683	2362316	2267731
2684	2362410	2503546
2685	2362707	2809584
2686	2364568	936701
2687	2364956	1955375
2688	2367161	854643
2689	2367285	59727
2690	2368469	139042
2691	2370839	2107556
2692	2370854	420935
2693	2372102	779820
2694	2374528	2281442
2695	2374796	1801277
2696	2375603	169258
2697	2378488	369916
2698	2379465	460846
2699	2380334	892447
2700	2381444	1626331
2701	2381456	2123266
2702	2384419	462280
2703	2384712	2119302
2704	2384851	936227
2705	2384934	2798159
2706	2384993	3070174
2707	2385006	2373832
2708	2385380	719408
2709	2385380	690613
2710	2386218	69284
2711	2386260	2386260
2712	2386260	1247771
2713	2387056	1961193
2714	2387306	2160418
2715	2389868	73697
2716	2389868	957793
2717	2390568	2891893
2718	2390777	518727
2719	2391551	2137773
2720	2392177	1618791
2721	2392546	2815399
2722	2392731	2414716
2723	2393056	572812
2724	2395700	1955375
2725	2395969	1591344
2726	2396333	1149225
2727	2396473	2906064
2728	2397965	2841516
2729	2397965	120893
2730	2397965	42169
2731	2398720	1280947
2732	2398720	4440511
2733	2402634	2039218
2734	2409556	1727622
2735	2409556	1809251
2736	2409990	2475552
2737	2412902	1580119
2738	2414174	2847970
2739	2415181	604864
2740	2415304	621368
2741	2416591	656733
2742	2416591	1528341
2743	2417973	1740686
2744	2418867	3007145
2745	2418867	1295577
2746	2419221	3045015
2747	2419875	2201123
2748	2419909	2336156
2749	2421771	1374779
2750	2423914	1871506
2751	2424413	1037958
2752	2426987	1464749
2753	2427380	372518
2754	2428336	185430
2755	2429048	1204864
2756	2429676	2853966
2757	2431057	712731
2758	2434321	621368
2759	2435312	454838
2760	2436980	1897675
2761	2437623	622121
2762	2437623	64486
2763	2437623	1427904
2764	2437983	1909693
2765	2438037	3070174
2766	2438104	864358
2767	2438195	208476
2768	2440168	839552
2769	2441265	1753103
2770	2441661	328839
2771	2442054	1295972
2772	2442188	2815399
2773	2442500	29985
2774	2444203	2480984
2775	2447856	630379
2776	2448026	2842622
2777	2449303	2007391
2778	2451730	1093744
2779	2452203	1289567
2780	2453220	1925867
2781	2455127	1121518
2782	2455201	2035972
2783	2455945	671235
2784	2456526	40650
2785	2456544	340383
2786	2456592	121171
2787	2458155	892447
2788	2459844	2512654
2789	2460019	281124
2790	2461137	995288
2791	2461541	132302
2792	2461677	1906010
2793	2462080	2443610
2794	2462334	2434464
2795	2463410	3425585
2796	2463410	2328270
2797	2463410	1132367
2798	2465823	734861
2799	2466493	412000
2800	2466493	2239167
2801	2468050	1865094
2802	2470053	1822926
2803	2472455	2419577
2804	2474620	479485
2805	2475054	3334888
2806	2475307	1352206
2807	2476325	4509743
2808	2479844	988566
2809	2480962	2051484
2810	2482462	569478
2811	2482794	372518
2812	2482932	2016266
2813	2483968	1751112
2814	2484972	2419577
2815	2485342	2848926
2816	2485378	2186443
2817	2485766	159170
2818	2485766	426074
2819	2486857	173799
2820	2488081	615932
